ingredient_name,Zn,Na,Se,Potassium (K),Phosphorus (P),Manganese (Mn),Magnesium (Mg),Iron (Fe),Fluoride (F),Copper (Cu),Calcium (Ca),Vitamin K,Vitamin E,Vitamin D,Vitamin C,Vitamin B6,Vitamin B12,Vitamin A,Thiamin (B1),Ribofavin (B2),Pantothenic Acid (B5),Niacin (B3),Cholines,Saturated Fattyacid,Trans Fattyacid,Alcohol (ethyl),Fiber (F),Carb,Fats,Calories,Sugars,Cholestrols,Caffeines,Water (H2O),Ashes,Proteins,Purchase Cost,Purchase Amt,Price / Unit,Persian
Thyme.Dried,6.180,55.000,4.600,814.000,201.000,7.867,220.000,123.600,0.000,860.000,"1,890.000","1,714.500",7.480,0.000,50.000,550.000,0.000,"3,800.000",513.000,399.000,0.000,4.940,43.600,2.730,0.000,0.000,37.000,63.940,7.430,276.000,1.710,163.000,0.000,7.790,11.740,9.110,,,,آویشن.خشک شده
Tomato,0.170,5.000,0.000,237.000,24.000,114.000,11.000,0.270,2.300,59.000,10.000,7.900,0.540,0.000,13.700,80.000,0.000,833.000,37.000,19.000,89.000,594.000,6.700,28.000,0.000,0.000,1.200,3.890,0.200,18.000,2.630,7.000,0.000,94.520,0.500,0.880,"62,000","1,000",62,گوجه فرنگی
Tonic (Sparkling Water),0.100,12.000,0.000,0.000,0.000,1.000,0.000,0.010,82.500,6.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.800,0.000,34.000,8.800,0.000,0.000,91.100,0.100,0.000,,,,تونیک (آب گازدار)
Turkey Back (Raw),2.590,124.000,22.400,226.000,176.000,14.000,25.000,1.040,0.000,92.000,11.000,0.000,0.120,0.300,0.000,440.000,2.050,43.000,62.000,255.000,935.000,5.696,1.000,0.000,0.000,0.000,0.000,0.150,2.500,113.000,0.100,79.000,0.000,76.010,1.030,21.280,,,,برگشت ترکیه (خام)
Turkey Breast (Raw),1.280,113.000,22.700,242.000,201.000,11.000,28.000,0.730,0.000,70.000,11.000,0.000,0.060,0.100,0.000,813.000,0.630,20.000,42.000,145.000,775.000,9.924,53.000,289.000,13.000,0.000,0.000,0.140,1.480,115.000,0.050,57.000,0.000,74.890,1.040,23.660,,,,سینه بوقلمون (خام)
Turkey Dark Meat (Raw),2.590,124.000,22.400,226.000,176.000,14.000,25.000,1.040,0.000,92.000,11.000,0.000,0.120,0.300,0.000,440.000,2.050,43.000,62.000,255.000,935.000,5.696,69.600,683.000,0.000,0.000,0.000,0.150,2.500,108.000,0.100,79.000,0.000,76.010,1.030,21.280,,,,گوشت تیره بوقلمون (خام)
Turkey Drumsticks (Raw),3.120,87.000,21.200,220.000,158.000,6.000,22.000,1.180,0.000,82.000,10.000,0.000,0.190,0.400,0.000,361.000,1.900,68.000,51.000,300.000,1.100,5.003,75.600,1.073,39.000,0.000,0.000,0.000,3.970,118.000,0.000,79.000,0.000,75.670,0.910,20.520,,,,چوب بوقلمون (خام)
Turkey Gizzard (Raw),3.030,147.000,28.800,185.000,164.000,85.000,19.000,2.780,0.000,220.000,16.000,0.000,0.220,0.500,6.200,198.000,3.610,154.000,61.000,327.000,914.000,6.233,89.700,929.000,31.000,0.000,0.000,0.000,3.370,111.000,0.000,271.000,0.000,77.470,0.930,18.800,,,,سنگدان بوقلمون (خام)
Turkey Heart (Raw),3.210,129.000,35.400,179.000,183.000,102.000,21.000,3.700,0.000,488.000,18.000,0.000,0.310,0.400,3.000,479.000,13.300,305.000,165.000,1.130,3.120,6.440,126.800,1.923,84.000,0.000,0.000,0.400,7.440,140.000,0.000,225.000,0.000,74.470,0.990,16.700,,,,قلب بوقلمون (خام)
Turkey Leg (Raw),3.090,74.000,26.400,273.000,177.000,22.000,21.000,1.720,0.000,142.000,17.000,0.000,0.000,0.000,0.000,340.000,0.390,3.000,77.000,211.000,1.090,2.947,1.000,2.060,0.000,0.000,0.000,0.000,6.720,144.000,0.000,71.000,0.000,72.690,0.890,19.540,,,,پای بوقلمون (خام)
Turkey Light Meat (Raw),1.280,113.000,22.700,242.000,201.000,11.000,28.000,0.730,0.000,70.000,11.000,0.000,0.060,0.100,0.000,813.000,0.630,20.000,42.000,145.000,775.000,9.924,53.000,289.000,13.000,0.000,0.000,0.140,1.480,114.000,0.050,57.000,0.000,74.890,1.040,23.660,,,,گوشت سبک بوقلمون (خام)
Turkey Liver (Raw),3.370,131.000,68.700,214.000,279.000,296.000,24.000,8.940,0.000,863.000,20.000,0.000,0.240,1.300,24.500,1.040,19.730,"26,901.000",206.000,2.247,6.280,11.233,221.800,1.664,44.000,0.000,0.000,0.000,5.500,128.000,0.000,415.000,0.000,75.540,1.320,18.260,,,,جگر بوقلمون (خام)
Turkey Neck (Raw),3.390,233.000,28.600,133.000,160.000,56.000,15.000,1.010,0.000,142.000,24.000,0.000,0.120,0.300,0.000,364.000,1.760,43.000,51.000,211.000,801.000,4.924,54.000,1.674,0.000,0.000,0.000,0.000,6.040,125.000,0.000,115.000,0.000,75.920,1.120,16.510,,,,گردن بوقلمون (خام)
Turkey Thigh (Raw),2.600,75.000,19.800,239.000,161.000,6.000,20.000,1.310,0.000,76.000,4.000,0.000,0.160,0.500,0.000,419.000,2.130,97.000,53.000,268.000,1.179,5.599,69.900,2.386,106.000,0.000,0.000,0.000,9.160,161.000,0.000,83.000,0.000,71.280,0.940,19.540,,,,ران بوقلمون (خام)
Turkey Whole (Raw),1.840,18.000,22.600,235.000,190.000,12.000,27.000,0.860,0.000,79.000,11.000,0.000,0.090,0.200,0.000,652.000,1.240,30.000,50.000,192.000,844.000,8.100,60.200,459.000,7.000,0.000,0.000,0.140,1.930,115.000,0.070,67.000,0.000,75.370,1.040,22.640,,,,کل ترکیه (خام)
Turkey Wing (Raw),1.280,113.000,22.700,242.000,201.000,11.000,28.000,0.730,0.000,70.000,11.000,0.000,0.060,0.100,0.000,813.000,0.630,20.000,42.000,145.000,775.000,9.924,53.000,289.000,13.000,0.000,0.000,0.140,1.480,115.000,0.050,57.000,0.000,74.890,1.040,23.660,,,,بال بوقلمون (خام)
Turkish Coffee,0.000,3.000,0.000,60.000,0.000,0.000,0.000,0.020,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,2.000,0.000,0.000,7.000,0.000,0.000,120.000,80.000,0.000,0.000,,,,قهوه ترک
Turmeric.Ground,4.500,27.000,6.200,"2,080.000",299.000,19.800,208.000,55.000,0.000,1.300,168.000,13.400,4.430,0.000,0.700,107.000,0.000,0.000,58.000,150.000,542.000,1.350,49.200,1.838,56.000,0.000,22.700,67.140,3.250,312.000,3.210,0.000,0.000,12.850,7.080,9.680,,,,زردچوبه.زمین
Turnips,0.270,67.000,0.700,191.000,27.000,134.000,11.000,0.300,0.000,85.000,30.000,0.100,0.030,0.000,21.000,90.000,0.000,0.000,40.000,30.000,200.000,400.000,11.100,11.000,0.000,0.000,1.800,6.430,0.100,28.000,3.800,7.000,0.000,91.870,0.700,0.900,,,,شلغم
Vanilla (Extract),0.110,9.000,0.000,148.000,6.000,230.000,12.000,0.120,0.000,72.000,11.000,0.000,0.000,0.000,0.000,26.000,0.000,0.000,11.000,95.000,35.000,425.000,1.000,10.000,0.000,34.400,0.000,12.650,0.060,288.000,12.650,0.000,0.000,52.580,0.260,0.060,,,,وانیل (عصاره)
Vanilla Ice Cream,0.690,80.000,1.800,199.000,105.000,8.000,14.000,0.090,15.400,23.000,128.000,0.300,0.300,0.200,0.600,48.000,0.390,421.000,41.000,240.000,581.000,116.000,26.000,6.790,0.000,0.000,0.700,23.600,11.000,207.000,21.220,44.000,0.000,61.000,0.900,3.500,,,,بستنی وانیلی
Veal.Ground (Raw),2.510,103.000,13.100,198.000,197.000,8.000,31.000,1.370,0.000,88.000,12.000,1.400,0.490,1.300,0.000,446.000,2.280,0.000,113.000,280.000,670.000,5.520,96.500,5.108,696.000,0.000,0.000,0.000,13.060,197.000,0.000,49.000,0.000,66.160,0.930,18.580,,,,گوشت گوساله چرخکرده (خام)
Veal.kidneys (Raw),1.970,178.000,80.000,272.000,241.000,80.000,16.000,3.360,0.000,494.000,11.000,0.000,0.000,0.000,5.000,370.000,28.200,308.000,320.000,1.900,3.300,6.990,1.000,960.000,0.000,0.000,0.000,0.850,3.120,99.000,0.000,364.000,0.000,79.070,1.200,15.760,,,,گوساله. کلیه ها (خام)
Veal.Loin (Raw),2.150,99.000,18.000,260.000,237.000,14.000,47.000,0.850,0.000,88.000,11.000,1.100,0.270,1.200,0.000,683.000,2.650,0.000,86.000,310.000,690.000,7.250,110.500,1.121,113.000,0.000,0.000,0.000,2.900,114.000,0.000,55.000,0.000,74.790,1.040,21.850,,,,گوشت گوساله راسته (خام)
Veal.Lungs (Raw),1.160,108.000,17.200,274.000,288.000,18.000,12.000,5.230,0.000,241.000,7.000,0.000,0.000,0.000,39.000,110.000,3.830,0.000,47.000,231.000,1.000,4.025,1.000,790.000,0.000,0.000,0.000,0.000,2.300,90.000,0.000,229.000,0.000,80.500,1.100,16.300,,,,گوشت گوساله. ریه (خام)
Veal.Rib (Raw),3.240,89.000,8.200,290.000,184.000,27.000,22.000,0.860,0.000,102.000,13.000,0.000,0.210,0.000,0.000,420.000,1.290,0.000,70.000,230.000,1.130,6.680,1.000,3.710,0.000,0.000,0.000,0.000,9.010,162.000,0.000,82.000,0.000,71.150,0.970,18.860,,,,دنده گوساله (خام)
Veal.Shank (Raw),3.420,109.000,13.000,163.000,212.000,10.000,33.000,1.190,0.000,103.000,11.000,0.900,0.150,0.700,0.000,403.000,1.920,0.000,84.000,390.000,660.000,5.370,99.900,639.000,74.000,0.000,0.000,0.000,1.640,94.000,0.000,62.000,0.000,77.960,0.980,19.770,,,,گوشت گوساله (خام)
Veal.Shoulder (Raw),3.340,86.000,8.600,339.000,215.000,29.000,26.000,1.020,0.000,124.000,22.000,0.000,0.270,0.000,0.000,460.000,1.420,0.000,80.000,280.000,1.300,7.910,1.000,650.000,0.000,0.000,0.000,0.000,2.160,105.000,0.000,83.000,0.000,76.640,1.120,20.040,,,,گوشت گوساله.شانه (خام)
Veal.Sirloin (Raw),2.730,80.000,8.700,348.000,220.000,29.000,26.000,0.800,0.000,116.000,11.000,0.000,0.250,0.000,0.000,520.000,1.340,0.000,80.000,310.000,1.450,8.970,1.000,780.000,0.000,0.000,0.000,0.000,2.590,110.000,0.000,79.000,0.000,75.940,1.090,20.200,,,,گوشت گاو (خام)
Veal.StewCubed (Raw),3.480,83.000,8.800,331.000,213.000,29.000,25.000,0.880,0.000,118.000,17.000,0.000,0.270,0.000,0.000,450.000,1.490,0.000,90.000,290.000,1.250,7.400,1.000,750.000,0.000,0.000,0.000,0.000,2.500,109.000,0.000,84.000,0.000,76.390,1.100,20.270,,,,گوشت گوساله. خورش مکعبی (خام)
Veal.Tongue (Raw),2.630,82.000,7.000,271.000,159.000,23.000,17.000,2.720,0.000,200.000,7.000,0.000,0.000,0.000,5.000,190.000,6.100,1.000,170.000,410.000,1.200,2.220,1.000,2.350,0.000,0.000,0.000,1.910,5.480,131.000,0.000,62.000,0.000,74.530,0.890,17.180,,,,گوشت گوساله. زبان (خام)
Vinegar.Balsamic,0.080,23.000,0.000,112.000,19.000,131.000,12.000,0.720,0.000,26.000,27.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.030,0.000,88.000,14.950,0.000,0.000,76.450,0.370,0.490,,,,سرکه.بالزامیک
Vinegar.Cider,0.040,5.000,0.100,73.000,8.000,249.000,5.000,0.200,0.000,8.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.930,0.000,21.000,0.040,0.000,0.000,93.810,0.170,0.000,,,,سرکه.سیدر
Vinegar.Red,0.030,8.000,0.000,39.000,8.000,46.000,4.000,0.450,0.000,10.000,6.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.270,0.000,19.000,0.000,0.000,0.000,94.470,0.170,0.040,,,,سرکه.قرمز
Vinegar.White,0.010,2.000,0.500,2.000,4.000,55.000,1.000,0.030,0.000,6.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,18.000,0.040,0.000,0.000,94.780,0.020,0.000,,,,سرکه.سفید
Walnuts.BlackDried,3.370,2.000,17.000,523.000,513.000,3.896,201.000,3.120,0.000,1.360,61.000,2.700,2.080,0.000,1.700,583.000,0.000,40.000,57.000,130.000,1.660,470.000,32.100,3.483,0.000,0.000,6.800,9.580,59.330,619.000,1.100,120.000,0.000,4.560,2.470,24.060,,,,گردو.سیاه خشک شده
Walnuts.Glazed,0.000,446.000,0.000,232.000,0.000,0.000,0.000,1.290,0.000,0.000,71.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.571,0.000,0.000,3.600,47.590,35.710,500.000,32.140,0.000,0.000,6.280,2.130,8.280,,,,گردو.لعاب دار
Water,0.010,4.000,0.000,0.000,0.000,0.000,1.000,0.000,71.200,10.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.900,0.100,0.000,,,,آب
Watermelon,0.100,1.000,0.400,112.000,11.000,38.000,10.000,0.240,1.500,42.000,7.000,0.100,0.050,0.000,8.100,45.000,0.000,569.000,33.000,21.000,221.000,178.000,4.100,16.000,0.000,0.000,0.400,7.550,0.150,30.000,6.200,2.000,0.000,91.450,0.250,0.610,,,,هندوانه
WatermelonSeed.Kernels,10.240,99.000,0.000,648.000,755.000,1.614,515.000,7.280,0.000,686.000,54.000,0.000,0.000,0.000,0.000,89.000,0.000,0.000,190.000,145.000,346.000,3.550,1.000,9.779,0.000,0.000,0.000,15.310,47.370,557.000,0.000,0.000,0.000,5.050,3.940,28.330,,,,هسته هندوانه
Wheat flour (All-purpose),0.700,2.000,33.900,107.000,108.000,682.000,22.000,1.170,0.000,144.000,15.000,0.300,0.060,0.000,0.000,44.000,0.000,0.000,120.000,40.000,438.000,1.250,10.400,155.000,0.000,0.000,2.700,76.310,0.980,364.000,0.270,0.000,0.000,11.920,0.470,10.330,,,,آرد گندم (همه منظوره)
Whipped Cream,0.370,8.000,1.400,147.000,89.000,1.000,11.000,0.050,3.000,10.000,101.000,1.900,0.640,0.400,0.000,41.000,0.290,685.000,37.000,65.000,305.000,70.000,16.800,13.831,0.000,0.000,0.000,12.490,22.220,257.000,8.000,76.000,0.000,61.330,0.760,3.200,,,,خامه فرم گرفته
White Beans (Cannelini),3.670,16.000,12.800,"1,795.000",301.000,1.796,190.000,10.440,0.000,984.000,240.000,5.600,0.210,0.000,0.000,318.000,0.000,0.000,437.000,146.000,732.000,479.000,66.200,219.000,0.000,0.000,15.200,60.270,0.850,333.000,2.110,0.000,0.000,11.320,4.200,23.360,,,,لوبیا سفید (Cannelini)
White Chocolate,0.740,90.000,4.500,286.000,176.000,8.000,12.000,0.240,0.000,60.000,199.000,9.100,0.960,0.000,0.500,56.000,0.560,30.000,63.000,282.000,608.000,745.000,29.500,19.412,0.000,0.000,0.200,59.240,32.090,539.000,59.000,21.000,0.000,1.300,1.500,5.870,,,,شکلات سفید
White Grapes,0.070,2.000,0.000,191.000,20.000,71.000,7.000,0.360,0.000,0.000,10.000,14.600,0.190,0.000,3.200,86.000,0.000,0.000,69.000,70.000,50.000,188.000,5.600,0.000,0.000,0.000,0.900,18.100,0.160,69.000,15.480,0.000,0.000,81.000,0.500,0.720,,,,انگور سفید
White Pepper (Powder),1.130,5.000,3.100,73.000,176.000,4.300,90.000,14.310,0.000,910.000,265.000,0.000,0.000,0.000,21.000,100.000,0.000,0.000,22.000,126.000,0.000,212.000,1.000,626.000,0.000,0.000,26.200,68.610,2.120,296.000,0.000,55.000,0.000,11.420,1.590,10.400,,,,فلفل سفید (پودر)
Yellow Beans,2.830,12.000,12.800,"1,042.000",488.000,1.286,222.000,7.010,0.000,639.000,166.000,0.000,0.000,0.000,0.000,442.000,0.000,6.000,690.000,330.000,734.000,2.430,60.000,671.000,0.000,0.000,25.100,60.700,2.600,345.000,1.000,0.000,0.000,11.100,3.600,22.000,,,,لوبیا زرد
Yoghurt (1.5%),0.890,70.000,3.300,234.000,144.000,4.000,17.000,0.080,12.000,13.000,183.000,0.200,0.030,0.000,0.800,49.000,0.560,51.000,44.000,214.000,591.000,114.000,15.200,1.000,0.000,0.000,0.000,7.040,1.550,61.000,7.040,6.000,0.000,85.070,1.090,5.250,,,,ماست (1.5%)
Yoghurt (3.5%),0.590,46.000,2.200,155.000,95.000,4.000,12.000,0.050,12.000,9.000,121.000,0.200,0.060,0.100,0.500,32.000,0.370,99.000,29.000,142.000,389.000,75.000,15.200,2.096,0.000,0.000,0.000,4.660,3.250,63.000,4.660,13.000,0.000,87.900,0.720,3.470,,,,ماست (3.5%)
Yoghurt.Fruit,0.740,58.000,6.000,194.000,119.000,35.000,15.000,0.070,0.000,11.000,152.000,1.100,0.060,0.000,0.700,40.000,0.470,12.000,40.000,180.000,0.000,100.000,16.400,119.000,0.000,0.000,0.000,19.000,0.200,91.000,19.000,2.000,0.000,75.400,1.000,4.400,,,,ماست.میوه
Kashk,0.000,288.000,0.000,0.000,0.000,0.000,0.000,1.900,0.000,0.000,93.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,0.000,0.000,,,3.600,4.700,61.200,3.600,12.600,,,,8.500,"120,000",900,133,کشک
Tomato Paste,,15.000,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,1.000,90.000,15.000,,,,,,"45,000",400,125,رب گوجه فرنگی
Ham,,,,,,,,,,,,,,,,,,,,,,,,1.800,,,0.000,1.500,6.000,145.000,0.000,53.000,,,,21.000,"1,000,000","1,000","1,000",ژامبون
test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,5,تست کنید
Barberry,,17.000,,,,,,,,,,,,,24.000,,,,,,,,,0.500,,,7.400,63.900,3.500,316.000,27.200,,,,,3.600,"100,000",250,400,زرشک
Pomegranate paste,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.216,0.000,0.000,0.000,0.065,39.074,13.340,0.000,0.000,0.000,0.000,0.000,"80,000",350,229,رب انار
"Rice, white, long grain, unenriched, raw",1.350,0.000,6.600,82.000,108.000,0.981,26.500,0.140,0.000,0.214,4.000,0.000,0.000,0.000,0.000,0.058,0.000,0.000,0.065,0.080,0.000,1.430,0.000,0.100,0.000,0.000,0.400,28.000,0.300,130.000,0.100,0.000,0.000,11.200,0.420,7.040,,,200,برنج، سفید، دانه بلند، غنی نشده، خام
